Car_Name,Year,Selling_Price,Present_Price,Kms_Driven,Fuel_Type,Seller_Type,Transmission,Owner
Maruti Zen Estilo,2013,2.35,3.15,43000,Petrol,Individual,Manual,1
Hyundai Santro Xing,2009,1.8,5.3,80000,Petrol,Individual,Manual,1
Hyundai Santro Xing,2007,1.4,4.95,80000,Petrol,Individual,Manual,1
Hyundai i20 Asta,2014,6.2,7.64,110000,Diesel,Individual,Manual,0
Hyundai EON Era,2012,1.9,8.48,100000,Petrol,Individual,Manual,0
Hyundai EON Sportz,2018,3.8,7.44,25000,Petrol,Individual,Manual,0
Ford EcoSport S,2019,11.45,9.44,20000,Diesel,Individual,Manual,0
Tata Zest Quadrajet,2017,5.4,6.83,70000,Diesel,Individual,Manual,0
Toyota Innova 2.5,2011,8.0,13.56,197000,Diesel,Individual,Manual,0
Maruti Wagon R,2006,1.5,4.03,100000,Petrol,Individual,Manual,1
Maruti 800 Std,1995,0.55,2.73,70000,Petrol,Individual,Manual,0
Mahindra XUV500 W10,2015,9.2,13.64,140000,Diesel,Individual,Manual,0
Maruti Esteem LX,2008,0.75,5.28,86000,Petrol,Individual,Manual,1
Maruti Alto LXi,2009,1.35,3.53,50000,Petrol,Individual,Manual,0
Tata Tiago 1.2,2017,3.4,5.45,40300,Petrol,Individual,Manual,0
Toyota Innova 2.5,2010,5.25,15.75,120000,Diesel,Individual,Manual,1
Maruti Celerio VXI,2016,4.11,5.1,25000,Petrol,Individual,Manual,1
Maruti Wagon R,2010,1.5,3.9,155000,Petrol,Individual,Manual,2
Honda Jazz 1.2,2015,5.75,7.65,50000,Petrol,Individual,Automatic,0
Hyundai i20 Asta,2017,5.95,7.18,30030,Petrol,Dealer,Manual,0
Hyundai Xcent 1.2,2017,5.25,6.7,29029,Petrol,Dealer,Manual,0
Maruti Ritz VDi,2012,3.35,5.31,72072,Diesel,Dealer,Manual,0
Ford Figo Diesel,2012,3.0,5.57,54000,Diesel,Individual,Manual,0
Hyundai i20 2015-2017,2012,4.15,7.18,82082,Diesel,Dealer,Manual,0
Mahindra XUV500 W8,2016,9.25,12.92,48000,Diesel,Individual,Manual,1
Maruti Ertiga BSIV,2016,7.5,11.01,20000,Petrol,Individual,Manual,0
Hyundai Verna CRDi,2018,11.5,10.04,49000,Diesel,Individual,Automatic,0
Datsun GO Plus,2015,2.6,3.79,35000,Petrol,Individual,Manual,2
Maruti Alto 800,2017,2.6,3.74,67000,CNG,Individual,Manual,0
Maruti Swift Dzire,2011,3.47,6.78,80600,Diesel,Individual,Manual,0
Hyundai EON Magna,2013,1.95,7.28,58609,Petrol,Individual,Manual,1
Fiat Punto Pure,2016,2.65,5.39,33003,Petrol,Individual,Manual,0
Maruti Wagon R,2016,3.2,4.32,43000,CNG,Individual,Manual,1
Hyundai i20 Magna,2016,5.9,8.19,16500,Petrol,Individual,Manual,0
Toyota Innova 2.5,2012,6.5,15.6,138000,Diesel,Individual,Manual,1
Mahindra Scorpio 2009-2014,2013,5.1,13.3,165500,Diesel,Individual,Manual,1
Maruti Swift Dzire,2011,3.5,6.56,120000,Diesel,Individual,Manual,1
Tata Nexon 1.5,2018,7.49,9.0,30000,Diesel,Individual,Manual,0
Tata Indigo CS,2010,1.5,6.06,70000,Diesel,Individual,Manual,1
Hyundai Santro LE,2001,0.34,5.25,80000,Petrol,Individual,Manual,1
Maruti Zen LX,2003,0.58,3.57,170000,Petrol,Individual,Manual,2
Mahindra Verito 1.5,2011,2.0,9.81,120000,Diesel,Individual,Manual,2
Mahindra Jeep MM,1998,2.1,10.6,47990,Diesel,Individual,Manual,1
Tata Indica Vista,2014,2.4,3.92,168000,Diesel,Individual,Manual,1
Honda Amaze E,2017,5.15,6.57,60000,Diesel,Individual,Manual,1
Maruti Alto LXi,2008,1.45,3.56,120000,Petrol,Individual,Manual,1
Maruti Wagon R,2016,4.5,3.74,5800,Petrol,Individual,Manual,1
Maruti A-Star Lxi,2010,1.79,5.72,68700,Petrol,Individual,Manual,2
Hyundai Verna Xi,2007,2.2,9.02,108000,Petrol,Individual,Manual,2
Tata Zest Revotron,2020,5.0,7.27,40000,Petrol,Individual,Manual,0
Ford Fiesta Classic,2009,1.9,8.28,100000,Diesel,Individual,Manual,1
Chevrolet Beat Diesel,2015,2.0,4.09,40000,Diesel,Individual,Manual,0
Ford EcoSport 1.5,2018,8.5,10.11,90000,Petrol,Individual,Manual,0
Volkswagen Polo Petrol,2011,2.7,6.27,60000,Petrol,Individual,Manual,1
Hyundai EON Magna,2016,3.35,8.0,17000,Petrol,Individual,Manual,0
Maruti Wagon R,2018,4.6,3.74,5000,Petrol,Individual,Manual,0
Maruti Vitara Brezza,2017,7.1,9.24,60000,Diesel,Individual,Manual,0
Maruti Swift Dzire,2015,3.3,7.64,140000,Diesel,Individual,Manual,1
Jeep Compass 2.0,2017,15.15,16.72,15000,Diesel,Individual,Manual,0
Tata Nexon 1.2,2018,7.5,8.49,25000,Petrol,Individual,Manual,0
Chevrolet Spark 1.0,2016,1.6,3.4,50000,Petrol,Individual,Manual,1
Chevrolet Beat Diesel,2016,2.15,4.86,60000,Diesel,Individual,Manual,1
Tata Nano Cx,2012,0.6,2.32,40000,Petrol,Individual,Manual,1
Maruti Swift Dzire,2014,4.8,7.64,72000,Petrol,Individual,Manual,0
Tata Manza Aqua,2012,1.4,6.48,195000,Diesel,Individual,Manual,1
Hyundai EON D,2012,2.0,8.64,70000,Petrol,Individual,Manual,0
Nissan Micra Diesel,2013,4.0,6.36,83000,Diesel,Individual,Manual,0
Hyundai EON Era,2012,1.8,7.92,100000,Petrol,Individual,Manual,1
Maruti Swift VXI,2015,5.5,6.25,25000,Petrol,Individual,Manual,0
Maruti Swift VDI,2016,5.5,7.21,50000,Diesel,Individual,Manual,0
Maruti Ertiga VDI,2012,5.5,9.82,67000,Diesel,Individual,Manual,0
Maruti Zen Estilo,2011,2.7,3.43,30000,Petrol,Individual,Manual,0
Renault Pulse RxL,2013,3.15,6.3,85000,Diesel,Individual,Manual,0
Mahindra Thar CRDe,2018,8.75,13.22,25000,Diesel,Individual,Manual,0
Toyota Innova 2.5,2007,4.0,15.02,170000,Diesel,Individual,Manual,0
Mahindra Scorpio EX,2014,5.4,11.68,110000,Diesel,Individual,Manual,0
Maruti Wagon R,2017,3.5,4.32,60000,CNG,Individual,Manual,0
Hyundai Verna 1.6,2011,3.6,10.04,80000,Diesel,Individual,Manual,1
Maruti Wagon R,2014,3.0,3.74,31000,Petrol,Individual,Manual,0
Hyundai Grand i10,2014,3.5,5.89,100000,Diesel,Individual,Manual,0
Mahindra NuvoSport N8,2016,6.5,10.3,130000,Diesel,Individual,Manual,0
Maruti Wagon R,2016,3.5,3.74,20000,Petrol,Individual,Manual,0
Ford EcoSport 1.5,2017,7.0,9.35,60000,Diesel,Individual,Manual,0
Maruti Swift Dzire,2013,4.15,6.49,102996,Diesel,Individual,Manual,1
Mahindra Marazzo M8,2019,14.6,10.8,5000,Diesel,Individual,Manual,0
Tata Nexon 1.5,2017,8.3,7.98,35000,Diesel,Individual,Manual,0
Datsun GO T,2018,4.3,3.87,5000,Petrol,Individual,Manual,1
Ford EcoSport 1.5,2017,8.5,8.97,60000,Diesel,Individual,Manual,0
Maruti Swift Dzire,2017,6.5,7.64,70000,Petrol,Individual,Manual,0
Hyundai Verna CRDi,2008,1.2,9.86,120000,Diesel,Individual,Manual,1
Mahindra TUV 300,2016,7.3,9.2,65100,Diesel,Individual,Manual,1
Maruti Ignis 1.2,2019,5.25,5.13,20000,Petrol,Individual,Automatic,0
Hyundai i20 Active,2015,6.0,8.11,108000,Diesel,Individual,Manual,0
Maruti Swift LXI,2019,5.0,7.21,15000,Petrol,Individual,Manual,0
Hyundai Santro Xing,2009,1.5,5.3,77000,Petrol,Individual,Manual,0
Maruti Wagon R,2015,4.1,3.74,18500,Petrol,Individual,Manual,0
Mahindra TUV 300,2016,6.25,9.2,120000,Diesel,Individual,Manual,0
Renault KWID RXT,2015,2.9,3.42,15200,Petrol,Individual,Manual,0
Honda Mobilio V,2015,5.0,7.52,35000,Petrol,Individual,Manual,0
Hyundai Verna 1.6,2011,4.75,8.56,80000,Diesel,Individual,Manual,0
Hyundai EON Era,2013,1.9,7.92,70000,Petrol,Individual,Manual,0
Mahindra XUV500 W6,2014,7.5,13.5,80000,Diesel,Individual,Manual,1
Nissan Terrano XV,2014,5.25,9.2,120000,Diesel,Individual,Manual,1
Chevrolet Cruze LTZ,2012,4.95,13.16,82000,Diesel,Individual,Manual,2
Hyundai i20 Sportz,2015,5.5,8.27,60000,Diesel,Individual,Manual,0
Mahindra XUV500 W8,2012,5.95,12.92,129000,Diesel,Individual,Manual,2
Fiat Grande Punto,2015,5.5,6.3,67000,Diesel,Individual,Manual,0
Toyota Fortuner 2.5,2015,20.0,27.88,120000,Diesel,Individual,Manual,0
Tata Safari DICOR,2010,4.0,13.94,120000,Diesel,Individual,Manual,3
Fiat Avventura Power,2015,5.0,5.7,96500,Diesel,Individual,Manual,0
Maruti Wagon R,2017,3.4,4.03,52412,Petrol,Dealer,Manual,0
Mahindra Scorpio SLE,2012,4.8,12.68,85472,Diesel,Dealer,Manual,0
Ford EcoSport 1.5,2013,4.8,9.73,87452,Diesel,Dealer,Manual,1
Ford EcoSport 1.5,2018,7.5,9.54,17000,Diesel,Individual,Manual,0
Maruti Wagon R,2008,1.0,3.9,66530,Petrol,Individual,Manual,1
Hyundai i20 Magna,2013,2.9,7.64,40000,Petrol,Individual,Manual,0
Fiat Avventura Power,2015,4.25,5.7,96500,Diesel,Individual,Manual,0
Honda City V,2010,2.85,11.04,79000,Petrol,Individual,Manual,0
Mahindra TUV 300,2016,6.25,10.1,50000,Diesel,Individual,Manual,0
Fiat Grande Punto,2012,1.7,5.58,60000,Diesel,Individual,Manual,1
Tata Zest Revotron,2018,4.6,7.58,35000,Petrol,Individual,Manual,0
Fiat Avventura MULTIJET,2015,4.5,6.24,120000,Diesel,Individual,Manual,0
Maruti Swift Dzire,2019,6.5,7.35,10000,Petrol,Individual,Automatic,0
Hyundai i20 Active,2017,6.0,7.49,15000,Petrol,Individual,Manual,0
Maruti Alto 800,2013,1.78,3.74,70000,CNG,Individual,Manual,1
Maruti Alto 800,2016,3.0,3.74,5000,Petrol,Individual,Manual,0
Maruti Alto LXi,2009,1.5,3.56,40000,Petrol,Individual,Manual,0
Hyundai Elite i20,2019,5.9,7.44,10000,Petrol,Individual,Manual,0
Hyundai EON Era,2016,3.1,7.92,25000,Petrol,Individual,Manual,0
Tata Zest Revotron,2017,4.0,7.58,53000,Petrol,Individual,Manual,0
Mahindra Scorpio LX,2014,5.2,13.3,110000,Diesel,Individual,Manual,1
Ashok Leyland Stile,2013,3.0,8.48,200000,Diesel,Individual,Manual,1
Mahindra XUV300 W8,2019,10.0,9.02,22000,Petrol,Individual,Manual,0
Maruti Wagon R,2003,0.65,4.15,70000,Petrol,Individual,Manual,3
Honda Amaze VX,2015,5.1,5.92,75000,Diesel,Individual,Manual,1
Maruti Wagon R,2012,2.21,3.78,70000,Petrol,Individual,Manual,0
Volkswagen Vento 1.6,2014,3.9,10.97,64000,Petrol,Individual,Manual,2
Maruti Gypsy King,2002,3.5,5.11,60000,Petrol,Individual,Manual,0
Maruti Alto LXi,2009,1.95,3.56,40000,Petrol,Individual,Manual,0
Audi Q7 3.0,2010,17.5,82.76,110000,Diesel,Individual,Automatic,1
Mahindra Scorpio VLX,2013,6.0,11.93,60000,Diesel,Individual,Manual,0
Hyundai i20 Sportz,2015,6.15,8.19,72000,Diesel,Individual,Manual,0
Hyundai i20 Magna,2013,3.5,7.1,70000,Diesel,Individual,Manual,1
Chevrolet Beat Diesel,2012,1.4,4.86,75000,Diesel,Individual,Manual,0
Hyundai i20 1.4,2017,6.5,7.18,32331,Diesel,Individual,Manual,1
Hyundai Creta 1.6,2016,11.0,12.6,70000,Diesel,Individual,Manual,0
Hyundai i20 1.4,2010,2.85,7.41,80000,Diesel,Individual,Manual,1
Chevrolet Spark 1.0,2011,1.9,3.4,20000,Petrol,Individual,Manual,1
Nissan Sunny XL,2012,3.5,8.56,110000,Petrol,Individual,Manual,0
Hyundai Grand i10,2014,4.0,5.5,40000,Petrol,Individual,Manual,1
Toyota Innova Crysta,2016,21.0,17.24,40000,Petrol,Individual,Automatic,0
Hyundai i20 Sportz,2015,4.35,7.72,90000,Petrol,Individual,Manual,1
Maruti Swift Dzire,2014,4.5,7.64,50000,Petrol,Individual,Manual,1
Daewoo Matiz SD,2001,0.45,7.2,137000,Petrol,Individual,Manual,0
Hyundai i20 Asta,2015,4.5,7.41,60000,Petrol,Individual,Manual,0
Maruti Swift VDI,2017,5.8,7.21,30000,Diesel,Individual,Manual,0
Hyundai Creta 1.6,2016,9.0,11.52,98000,Diesel,Individual,Manual,0
Maruti Ertiga SHVS,2016,7.5,10.9,50000,Diesel,Individual,Manual,0
Tata Indigo CS,2009,1.4,6.06,120000,Diesel,Individual,Manual,2
Hyundai Grand i10,2017,5.25,5.55,30000,Petrol,Individual,Manual,0
Tata Indigo CS,2009,1.15,6.06,120000,Diesel,Individual,Manual,2
Tata Tiago 1.2,2016,3.99,5.45,40000,Petrol,Individual,Manual,0
Hyundai Santro Xing,2006,1.5,5.4,100000,Petrol,Individual,Manual,1
Tata Indica V2,2012,2.75,4.36,90000,Diesel,Individual,Manual,1
Hyundai i20 1.4,2011,3.4,7.41,80000,Diesel,Individual,Manual,1
Hyundai EON LPG,2012,2.22,7.84,120000,CNG,Individual,Manual,0
Mahindra Ssangyong Rexton,2013,8.5,9.5,200000,Diesel,Individual,Automatic,0
Tata Indica V2,2007,0.7,3.64,110000,Diesel,Individual,Manual,1
Tata Tiago 1.2,2017,4.3,5.62,38000,Petrol,Individual,Manual,1
Tata Tiago 1.2,2017,4.3,5.62,35000,Petrol,Individual,Manual,1
Maruti Wagon R,2014,3.2,3.74,70000,Petrol,Individual,Manual,0
Hyundai Santro Xing,2005,0.95,5.05,125000,Petrol,Individual,Manual,3
Renault Fluence Diesel,2012,5.0,7.28,120000,Diesel,Individual,Manual,1
Renault Duster 110PS,2012,5.0,8.69,110000,Diesel,Individual,Manual,1
Tata Indica Vista,2010,2.3,3.96,140000,Diesel,Individual,Manual,0
Mahindra Scorpio VLS,2009,6.0,12.8,155000,Diesel,Individual,Automatic,1
Hyundai Santro Xing,2007,2.0,5.3,120000,Petrol,Individual,Manual,1
Renault Pulse RxL,2017,5.0,7.14,80000,Diesel,Individual,Manual,1
Mahindra Bolero SLX,2010,3.15,8.57,120000,Diesel,Individual,Manual,1
Maruti Wagon R,2011,2.65,4.4,80000,Petrol,Individual,Manual,0
Ford Figo 1.5D,2015,3.5,5.87,110000,Diesel,Individual,Manual,1
Tata Indigo CR4,2012,2.0,5.76,230000,Diesel,Individual,Manual,0
Tata Indica V2,2011,1.15,4.24,172000,Diesel,Individual,Manual,1
Hyundai i20 Magna,2014,4.25,8.19,25000,Petrol,Individual,Manual,0
Ford EcoSport 1.5,2019,9.0,10.21,35000,Diesel,Individual,Manual,0
Mahindra Scorpio 2009-2014,2014,5.5,13.55,126000,Diesel,Individual,Manual,0
Honda WR-V i-DTEC,2018,9.0,8.84,30000,Diesel,Individual,Manual,0
Hyundai i10 Era,2011,1.65,4.61,97000,Petrol,Individual,Manual,2
Hyundai Verna 1.6,2016,8.5,9.02,120000,Diesel,Individual,Automatic,0
Hyundai Verna 1.6,2016,8.5,9.02,120000,Diesel,Individual,Manual,0
Mahindra Thar CRDe,2014,5.5,13.22,80000,Diesel,Individual,Manual,1
Maruti Swift Dzire,2011,5.0,6.78,60000,Diesel,Individual,Manual,1
Maruti Swift Dzire,2018,6.3,7.5,15000,Petrol,Individual,Manual,0
Hyundai i10 Era,2011,1.6,4.61,60000,Petrol,Individual,Manual,0
Honda City i,2015,6.7,11.85,60000,Diesel,Individual,Manual,0
Maruti Swift ZDi,2014,4.3,6.25,90000,Diesel,Individual,Manual,0
Hyundai Xcent 1.2,2015,3.75,6.63,30000,Petrol,Individual,Manual,0
Hyundai i20 Asta,2016,6.5,7.18,35000,Petrol,Individual,Manual,0
Maruti Swift Dzire,2016,5.0,7.64,35000,Diesel,Individual,Manual,0
Maruti Swift Dzire,2016,5.0,7.64,35000,Diesel,Individual,Manual,0
Mahindra XUV500 W10,2017,13.5,13.64,25000,Diesel,Individual,Manual,0
Volkswagen Ameo 1.5,2018,6.0,9.4,40000,Diesel,Individual,Manual,0
Hyundai Creta 1.6,2017,12.0,12.6,25000,Diesel,Individual,Manual,0
BMW X6 xDrive30d,2013,37.5,58.3,56000,Diesel,Dealer,Automatic,0
Maruti Swift Dzire,2018,7.95,7.28,41779,Petrol,Dealer,Manual,0
Honda Jazz 1.2,2016,6.25,6.97,54000,Petrol,Dealer,Manual,0
Mercedes-Benz E-Class E250,2016,29.0,61.8,31000,Diesel,Dealer,Automatic,0
Maruti Ignis 1.3,2017,6.25,4.97,37000,Diesel,Individual,Automatic,0
Chevrolet Cruze LTZ,2011,4.4,14.28,90000,Diesel,Individual,Automatic,1
Toyota Corolla Altis,2018,14.0,16.8,13534,Petrol,Dealer,Manual,0
Toyota Corolla Altis,2017,14.5,17.68,7000,Petrol,Dealer,Automatic,1
Mercedes-Benz GLA Class,2017,27.0,62.4,23000,Diesel,Dealer,Automatic,0
Hyundai Grand i10,2017,5.5,5.45,23456,Petrol,Dealer,Manual,0
Toyota Innova Crysta,2019,19.25,15.77,43000,Diesel,Dealer,Automatic,0
Mahindra XUV500 W10,2015,12.25,13.64,39000,Diesel,Dealer,Manual,0
Honda WR-V i-VTEC,2017,7.0,8.16,15000,Petrol,Individual,Manual,0
Maruti Swift Dzire,2013,5.3,6.49,40000,Diesel,Individual,Manual,0
Kia Seltos HTX,2020,19.0,11.76,5000,Diesel,Dealer,Automatic,0
Maruti Ciaz RS,2017,8.45,10.54,70000,Diesel,Dealer,Manual,0
Skoda Rapid 1.5,2016,6.5,11.76,99000,Diesel,Dealer,Automatic,0
Maruti Swift ZXI,2018,7.5,6.8,15000,Petrol,Dealer,Manual,0
BMW 6 Series,2018,60.0,49.5,28156,Diesel,Dealer,Automatic,0
Honda Jazz 1.2,2015,6.1,6.75,30000,Petrol,Dealer,Manual,0
Chevrolet Beat LT,2010,1.5,4.23,70000,Petrol,Individual,Manual,0
Maruti Swift Dzire,2014,4.75,7.64,40000,Petrol,Individual,Manual,0
Mahindra Scorpio SLX,2008,3.75,11.68,136500,Diesel,Individual,Manual,3
Mahindra KUV 100,2016,4.25,6.28,70000,Diesel,Individual,Manual,1
Honda City i,2015,8.0,11.85,90000,Diesel,Individual,Manual,1
Maruti 800 DX,1996,0.4,2.32,32000,Petrol,Individual,Manual,1
Maruti Wagon R,2018,5.1,4.52,8000,Petrol,Individual,Automatic,1
Toyota Etios Liva,2015,3.87,7.5,170000,Diesel,Individual,Manual,0
Maruti Alto 800,2014,2.35,3.92,25000,Petrol,Individual,Manual,0
Tata Sumo SE,2000,0.95,7.56,120000,Diesel,Individual,Manual,3
Maruti Swift Vdi,2010,3.4,7.49,110000,Diesel,Individual,Manual,2
Mahindra XUV500 W6,2016,10.0,13.5,100000,Diesel,Individual,Manual,0
Ford Ikon 1.4,2009,1.6,9.45,115000,Diesel,Individual,Manual,1
Mahindra Scorpio SLX,2008,3.65,12.68,120000,Diesel,Individual,Manual,3
Skoda Fabia 1.2L,2011,3.0,15.6,265000,Diesel,Individual,Manual,1
Maruti Swift Vdi,2008,2.6,7.49,90000,Diesel,Individual,Manual,1
Honda Jazz V,2018,8.6,7.35,40000,Petrol,Individual,Automatic,0
Hyundai Verna 1.6,2008,1.15,8.84,55000,Petrol,Individual,Manual,1
Maruti Alto LXi,2007,1.0,3.56,90000,Petrol,Individual,Manual,1
Volkswagen Vento 1.5,2014,5.65,11.85,111000,Diesel,Individual,Manual,0
Mahindra Xylo E4,2013,4.5,11.88,120000,Diesel,Individual,Manual,1
Maruti Baleno Zeta,2017,6.25,7.23,15000,Petrol,Individual,Manual,0
Maruti Alto 800,2016,2.8,3.92,30000,Petrol,Individual,Manual,1
Maruti Alto K10,2017,3.3,4.15,50000,Petrol,Individual,Manual,0
Hyundai Creta 1.6,2015,13.0,12.24,40000,Diesel,Individual,Manual,0
Tata Indica V2,2008,0.65,3.68,50000,Petrol,Individual,Manual,1
Tata Tiago 1.2,2018,4.8,5.45,45000,Petrol,Individual,Manual,1
Tata Tiago 1.05,2016,4.0,5.4,35000,Diesel,Individual,Manual,1
Tata New Safari,2009,5.0,7.56,80000,Diesel,Individual,Manual,0
Mahindra Xylo E4,2012,3.2,11.88,120000,Diesel,Individual,Manual,0
Mahindra XUV500 W8,2014,7.5,12.92,90000,Diesel,Individual,Manual,1
Mahindra Bolero Power,2017,6.2,8.57,100000,Diesel,Individual,Manual,0
Maruti Swift Dzire,2011,3.0,6.56,120000,Diesel,Individual,Manual,2
Hyundai Creta 1.6,2018,14.05,13.08,15000,Petrol,Individual,Manual,0
Maruti Alto 800,2017,2.82,3.56,15000,Petrol,Individual,Manual,0
Maruti Swift Dzire,2017,7.0,7.35,15000,Petrol,Individual,Automatic,0
Ford Figo Aspire,2017,7.0,5.93,70000,Diesel,Individual,Manual,0
Ford EcoSport 1.5,2015,6.0,9.92,135000,Diesel,Individual,Manual,0
Skoda Rapid 1.6,2012,2.9,10.0,80000,Diesel,Individual,Manual,1
Chevrolet Cruze LTZ,2011,4.3,14.28,80000,Diesel,Individual,Automatic,1
Hyundai i20 1.2,2017,5.75,8.03,19000,Petrol,Individual,Manual,0
Hyundai Creta 1.6,2017,8.75,11.64,42000,Petrol,Individual,Manual,0
Maruti Wagon R,2010,1.8,4.03,77000,Petrol,Individual,Manual,0
Maruti Ritz VDi,2012,2.3,5.31,120000,Diesel,Individual,Manual,0
Toyota Glanza G,2019,8.0,7.96,10000,Petrol,Individual,Automatic,0
Chevrolet Spark 1.0,2009,0.6,3.75,110000,Petrol,Individual,Manual,2
Maruti SX4 Vxi,2009,1.5,10.02,110000,Petrol,Individual,Manual,0
Tata Indigo Grand,2007,1.0,5.88,90000,Diesel,Individual,Manual,2
Hyundai Creta 1.6,2015,9.0,11.4,90000,Petrol,Individual,Manual,0
Hyundai i20 1.4,2018,8.5,7.64,50000,Diesel,Individual,Manual,0
Chevrolet Beat Diesel,2014,2.2,4.09,50000,Diesel,Individual,Manual,0
Maruti Alto 800,2014,2.5,3.74,40000,Petrol,Individual,Manual,1
Tata Indica Vista,2012,1.25,3.92,120000,Diesel,Individual,Manual,0
Hyundai Creta 1.6,2018,12.0,12.6,27000,Petrol,Individual,Manual,0
Tata Indigo CR4,2013,2.5,5.76,100000,Diesel,Individual,Manual,0
Hyundai i20 Sportz,2014,4.4,8.27,70000,Diesel,Individual,Manual,1
Tata Tiago 1.2,2017,4.0,5.62,40000,Petrol,Individual,Manual,0
Maruti 800 Std,2002,0.5,2.73,62000,Petrol,Individual,Manual,0
Hyundai Verna VTVT,2018,10.0,9.02,10000,Petrol,Individual,Manual,0
Honda City i,2014,6.0,11.85,160000,Diesel,Individual,Manual,0
Hyundai i20 1.2,2010,2.5,7.96,60000,Petrol,Individual,Manual,0
Mahindra Bolero SLE,2009,3.1,9.03,110000,Diesel,Individual,Manual,0
Maruti Wagon R,2005,1.2,4.15,60000,Petrol,Individual,Manual,3
Mahindra Xylo E4,2014,3.9,11.88,78000,Diesel,Individual,Manual,0
Hyundai Santro Sportz,2019,4.58,4.9,30000,Petrol,Individual,Manual,0
Ford EcoSport 1.5,2018,9.5,8.87,20000,Diesel,Individual,Manual,0
Maruti Swift Dzire,2017,6.5,7.64,21000,Petrol,Individual,Manual,0
Maruti Swift Star,2013,4.0,7.49,70000,Diesel,Individual,Manual,0
Hyundai Grand i10,2015,4.0,5.22,70000,Petrol,Individual,Automatic,1
Maruti Alto LX,2006,1.0,3.85,42500,Petrol,Individual,Manual,0
Hyundai i10 Asta,2012,3.5,4.65,25000,Petrol,Individual,Manual,0
Tata Aria Prestige,2013,4.5,6.44,80000,Diesel,Individual,Manual,1
Mahindra Scorpio 2.6,2006,3.5,13.55,90000,Diesel,Individual,Manual,0
Volkswagen Polo Diesel,2010,2.5,6.71,80000,Diesel,Individual,Manual,3
Mahindra Bolero 2011-2019,2013,4.5,8.47,146000,Diesel,Individual,Manual,1
Maruti 800 AC,2013,1.57,2.5,47200,Petrol,Individual,Manual,2
Mahindra XUV500 W11,2018,15.0,14.65,60000,Diesel,Individual,Manual,0
Mahindra XUV500 W11,2018,15.0,14.65,60000,Diesel,Individual,Manual,0
Tata Indica GLS,2007,0.75,3.76,100000,Petrol,Individual,Manual,1
Chevrolet Tavera B1-10,2010,2.8,5.58,100000,Diesel,Individual,Manual,1
Hyundai i20 Magna,2015,6.0,8.19,35000,Petrol,Individual,Manual,0
Tata Sumo CX,2012,2.51,7.07,120000,Diesel,Individual,Manual,3
Toyota Corolla Altis,2010,3.5,18.2,80000,Petrol,Individual,Manual,1
Renault KWID 1.0,2016,3.0,3.42,34000,Petrol,Individual,Manual,0
Renault Duster 85PS,2017,8.2,9.97,50000,Diesel,Individual,Manual,0
Tata Indigo TDI,2010,4.1,5.94,100000,Diesel,Individual,Manual,1
Hyundai Verna 1.6,2008,2.75,8.84,52000,Petrol,Individual,Manual,1
Maruti Ertiga VDI,2013,4.97,9.82,110000,Diesel,Individual,Manual,0
Hyundai i20 Asta,2015,5.0,7.41,70000,Petrol,Individual,Manual,0
Mahindra Bolero 2011-2019,2006,1.7,9.12,120000,Diesel,Individual,Manual,1
Ford Ecosport 1.5,2016,5.15,8.68,68609,Diesel,Dealer,Manual,0
Ford EcoSport 1.5,2018,9.25,10.02,33360,Diesel,Dealer,Manual,0
Mahindra Marazzo M8,2019,14.6,10.8,5000,Diesel,Individual,Manual,0
Isuzu MUX 2WD,2019,27.0,19.44,10000,Diesel,Individual,Automatic,0
Tata Nexon 1.5,2017,8.3,7.98,35000,Diesel,Individual,Manual,0
Ford EcoSport 1.5,2019,9.75,8.87,30000,Diesel,Individual,Manual,0
Ford Aspire Trend,2018,6.2,6.17,15000,Petrol,Individual,Manual,0
Nissan Kicks XL,2019,8.6,8.79,14317,Petrol,Dealer,Manual,0
Datsun GO T,2018,4.3,3.87,5000,Petrol,Individual,Manual,1
Honda City i-VTEC,2019,12.27,11.38,5000,Petrol,Individual,Automatic,0
Honda City i,2017,8.6,11.5,28000,Petrol,Individual,Manual,0
Ford EcoSport 1.5,2018,9.5,8.59,40000,Diesel,Individual,Manual,0
Ford Figo Diesel,2012,2.25,5.93,87237,Diesel,Dealer,Manual,1
Chevrolet Captiva LT,2011,5.0,5.7,99500,Diesel,Individual,Manual,2
Ford Figo 1.5D,2017,5.0,6.47,62960,Diesel,Dealer,Manual,0
MG Hector Smart,2019,17.0,12.28,16500,Petrol,Dealer,Automatic,0
Maruti Ertiga VDI,2014,5.45,9.82,110000,Diesel,Individual,Manual,0
Maruti Swift VDI,2011,4.0,6.6,72000,Diesel,Individual,Manual,0
Maruti Swift Dzire,2018,6.5,7.64,50000,Diesel,Individual,Manual,0
Hyundai Verna 1.6,2008,1.15,8.84,55000,Petrol,Individual,Manual,1
Maruti Baleno Sigma,2015,5.62,6.85,60000,Diesel,Individual,Manual,0
Tata Sumo SE,2002,0.96,6.93,120000,Diesel,Individual,Manual,0
Jaguar XE 2016-2019,2017,27.11,69.0,9000,Diesel,Dealer,Automatic,0
Lexus ES 300h,2019,51.5,8.32,20000,Petrol,Dealer,Automatic,0
Jaguar XF 2.0,2017,32.0,63.48,45000,Diesel,Dealer,Automatic,0
Tata Safari Storme,2015,5.03,16.11,110000,Diesel,Individual,Manual,0
Volvo XC40 D4,2019,38.0,47.25,20000,Diesel,Individual,Automatic,0
